dateTime,luminance,voltage,raw
2022-03-25 20:29:05.461253,64.13,0.23,47
2022-03-25 20:29:17.480334,64.13,0.23,47
2022-03-25 20:29:29.514802,65.25,0.23,48
2022-03-25 20:29:41.533900,64.13,0.23,47
2022-03-25 20:29:53.553118,65.25,0.23,48
2022-03-25 20:30:05.572163,65.25,0.23,48
2022-03-25 20:30:17.606668,65.25,0.23,48
2022-03-25 20:30:29.625744,65.25,0.23,48
2022-03-25 20:30:41.645048,64.13,0.23,47
2022-03-25 20:30:53.663868,61.89,0.22,45
2022-03-25 20:31:05.698408,64.13,0.23,47
2022-03-25 20:31:17.717506,64.13,0.23,47
2022-03-25 20:31:29.736812,65.25,0.23,48
2022-03-25 20:31:41.771296,64.13,0.23,47
2022-03-25 20:31:53.790291,64.13,0.23,47
2022-03-25 20:32:05.809494,63.01,0.22,46
2022-03-25 20:32:17.828639,64.13,0.23,47
2022-03-25 20:32:29.863061,64.13,0.23,47
2022-03-25 20:32:41.882236,65.25,0.23,48
2022-03-25 20:32:53.916939,64.13,0.23,47
2022-03-25 20:33:05.936034,64.13,0.23,47
2022-03-25 20:33:17.955361,65.25,0.23,48
2022-03-25 20:33:29.974665,65.25,0.23,48
2022-03-25 20:33:42.008799,63.01,0.22,46
2022-03-25 20:33:54.027861,65.25,0.23,48
2022-03-25 20:34:06.047087,65.25,0.23,48
2022-03-25 20:34:18.081557,64.13,0.23,47
2022-03-25 20:34:30.100827,65.25,0.23,48
2022-03-25 20:34:42.135418,64.13,0.23,47
2022-03-25 20:34:54.154613,64.13,0.23,47
2022-03-25 20:35:06.173489,65.25,0.23,48
2022-03-25 20:35:18.192681,63.01,0.22,46
2022-03-25 20:35:30.227248,64.13,0.23,47
2022-03-25 20:35:42.246554,64.13,0.23,47
2022-03-25 20:35:54.265615,65.25,0.23,48
2022-03-25 20:36:06.300251,64.13,0.23,47
2022-03-25 20:36:18.319468,64.13,0.23,47
2022-03-25 20:36:30.338464,64.13,0.23,47
2022-03-25 20:36:42.373007,64.13,0.23,47
2022-03-25 20:36:54.392001,66.37,0.24,49
2022-03-25 20:37:06.411100,66.37,0.24,49
2022-03-25 20:37:18.430143,63.01,0.22,46
2022-03-25 20:37:30.449189,64.13,0.23,47
2022-03-25 20:37:42.483629,64.13,0.23,47
2022-03-25 20:37:54.502845,65.25,0.23,48
2022-03-25 20:38:06.522059,64.13,0.23,47
2022-03-25 20:38:18.556514,65.25,0.23,48
2022-03-25 20:38:30.575464,64.13,0.23,47
2022-03-25 20:38:42.594603,65.25,0.23,48
2022-03-25 20:38:54.613571,64.13,0.23,47
2022-03-25 20:39:06.632639,65.25,0.23,48
2022-03-25 20:39:18.667264,64.13,0.23,47
2022-03-25 20:39:30.686596,65.25,0.23,48
2022-03-25 20:39:42.705589,65.25,0.23,48
2022-03-25 20:39:54.724661,65.25,0.23,48
2022-03-25 20:40:06.759167,64.13,0.23,47
2022-03-25 20:40:18.778301,64.13,0.23,47
2022-03-25 20:40:30.797412,64.13,0.23,47
2022-03-25 20:40:42.816594,64.13,0.23,47
2022-03-25 20:40:54.850989,65.25,0.23,48
2022-03-25 20:41:06.870118,64.13,0.23,47
2022-03-25 20:41:18.889323,65.25,0.23,48
2022-03-25 20:41:30.923743,65.25,0.23,48
2022-03-25 20:41:42.942927,64.13,0.23,47
2022-03-25 20:41:54.962308,64.13,0.23,47
2022-03-25 20:42:06.981406,64.13,0.23,47
2022-03-25 20:42:19.015502,64.13,0.23,47
2022-03-25 20:42:31.034691,64.13,0.23,47
2022-03-25 20:42:43.053703,64.13,0.23,47
2022-03-25 20:42:55.088153,65.25,0.23,48
2022-03-25 20:43:07.107239,65.25,0.23,48
2022-03-25 20:43:19.126302,64.13,0.23,47
2022-03-25 20:43:31.145339,64.13,0.23,47
2022-03-25 20:43:43.179856,65.25,0.23,48
2022-03-25 20:43:55.199370,64.13,0.23,47
2022-03-25 20:44:07.218630,64.13,0.23,47
2022-03-25 20:44:19.252953,64.13,0.23,47
2022-03-25 20:44:31.272579,65.25,0.23,48
2022-03-25 20:44:43.291410,64.13,0.23,47
