dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:37:51.009217,0.05,0.00,15.65,3.97,12979.67,5655.02,150503.08,6.99
2022-03-25 19:38:01.038493,0.04,0.00,18.94,5.29,12548.27,5495.03,159838.98,7.16
2022-03-25 19:38:11.067593,0.04,0.00,18.94,4.05,8390.20,3904.27,69997.79,5.09
2022-03-25 19:38:21.112168,0.04,0.00,18.94,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:38:31.141178,0.04,0.00,19.25,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:38:41.170564,0.04,0.00,16.31,4.29,9155.97,4204.82,81579.20,5.43
2022-03-25 19:38:51.200136,0.04,0.00,18.94,5.17,12136.65,5341.59,141828.56,6.82
2022-03-25 19:39:01.229352,0.05,0.00,18.36,5.79,14405.32,6178.22,126249.46,6.50
2022-03-25 19:39:11.258779,0.04,0.00,18.94,5.17,12136.65,5341.59,141828.56,6.82
2022-03-25 19:39:21.287990,0.04,0.00,19.25,5.06,11743.65,5194.37,150503.08,6.99
2022-03-25 19:39:31.317122,0.05,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:39:41.346243,0.04,0.00,20.57,5.79,14405.32,6178.22,192455.52,7.73
2022-03-25 19:39:51.375136,0.04,0.00,16.31,4.21,8890.24,4100.97,81579.20,5.43
2022-03-25 19:40:01.404922,0.04,0.00,16.78,4.55,10023.05,4540.60,90623.73,5.67
2022-03-25 19:40:11.448666,0.04,0.00,18.65,5.06,11743.65,5194.37,133760.59,6.65
2022-03-25 19:40:21.477535,0.05,0.00,15.65,4.05,8390.20,3904.27,69997.79,5.09
2022-03-25 19:40:31.506794,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:40:41.535999,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:40:51.565084,0.04,0.00,18.94,5.17,12136.65,5341.59,141828.56,6.82
2022-03-25 19:41:01.594406,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:41:11.623454,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:41:21.652869,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:41:31.681549,0.05,0.00,15.44,3.97,8154.84,3811.08,66592.91,4.99
2022-03-25 19:41:41.726026,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:41:51.755091,0.04,0.00,19.57,5.29,12548.27,5495.03,159838.98,7.16
2022-03-25 19:42:01.769125,0.05,0.00,15.65,4.05,8390.20,3904.27,69997.79,5.09
2022-03-25 19:42:11.813094,0.04,0.00,18.36,5.06,11743.65,5194.37,126249.46,6.50
2022-03-25 19:42:21.842336,0.04,0.00,20.23,5.53,13432.07,5821.94,180744.38,7.53
2022-03-25 19:42:31.871444,0.04,0.00,18.36,5.17,12136.65,5341.59,126249.46,6.50
2022-03-25 19:42:41.900466,0.04,0.00,19.89,5.79,14405.32,6178.22,169896.95,7.34
2022-03-25 19:42:51.929751,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:43:01.958731,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:43:11.987877,0.05,0.00,14.85,3.69,7300.24,3469.17,57531.47,4.70
2022-03-25 19:43:22.017068,0.04,0.00,20.23,5.66,13906.80,5996.20,180744.38,7.53
2022-03-25 19:43:32.046192,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:43:42.075561,0.05,0.00,15.04,3.76,7501.70,3550.29,60373.16,4.79
2022-03-25 19:43:52.119977,0.04,0.00,19.89,5.66,13906.80,5996.20,169896.95,7.34
2022-03-25 19:44:02.149095,0.04,0.00,18.08,5.06,11743.65,5194.37,119250.13,6.35
2022-03-25 19:44:12.178054,0.04,0.00,18.94,5.41,12979.67,5655.02,141828.56,6.82
2022-03-25 19:44:22.207299,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:44:32.236151,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:44:42.265238,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:44:52.294699,0.05,0.00,15.44,3.97,8154.84,3811.08,66592.91,4.99
2022-03-25 19:45:02.324248,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:45:12.353576,0.04,0.00,18.36,4.95,11368.20,5053.02,126249.46,6.50
2022-03-25 19:45:22.382616,0.04,0.00,17.28,4.85,11009.32,4917.25,100932.89,5.92
2022-03-25 19:45:32.411696,0.04,0.00,18.94,5.41,12979.67,5655.02,141828.56,6.82
2022-03-25 19:45:42.440770,0.04,0.00,20.57,5.79,14405.32,6178.22,192455.52,7.73
2022-03-25 19:45:52.485008,0.04,0.00,18.65,5.29,12548.27,5495.03,133760.59,6.65
2022-03-25 19:46:02.514349,0.05,0.00,16.09,4.29,9155.97,4204.82,77473.62,5.31
2022-03-25 19:46:12.543421,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:46:22.572560,0.04,0.00,19.57,5.66,13906.80,5996.20,159838.98,7.16
2022-03-25 19:46:32.601735,0.05,0.00,15.44,3.97,8154.84,3811.08,66592.91,4.99
2022-03-25 19:46:42.630767,0.04,0.00,19.25,5.53,13432.07,5821.94,150503.08,6.99
2022-03-25 19:46:52.659814,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:47:02.689001,0.04,0.00,18.65,5.29,12548.27,5495.03,133760.59,6.65
2022-03-25 19:47:12.718170,0.04,0.00,18.08,4.85,11009.32,4917.25,119250.13,6.35
2022-03-25 19:47:22.747250,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
